AGI	ProbeID	Gene Symbol	Description	PLT1_FC	PLT2_FC	PLT3_FC	PLT4_FC	PLT5_FC	PLT7_FC	QC_1h_FC	QC_4h_FC	PLT1_p	PLT2_p	PLT3_p	PLT4_p	PLT5_p	PLT7_p	QC_1h_p	QC_4h_p	PLT1	PLT2	PLT3	PLT4	PLT5	PLT7	QC_1h_plt	QC_4h_plt
2050	AT3G16440	AT3G16440_at	ATMLP-300B MEE36 MLP-300B	myrosinase-binding protein-like protein (AtMLP-300B) mRNA,	-0.94	-1	-0.31	-0.49	-0.18	0.088	-0.12	-0.43	0.0275595329429628	0.00562671451869603	0.634664757888569	0.303526307372846	0.773967009437928	0.868923259046779	0.998342219233687	0.0291855530088241	0	-1	0	0	0	0	0	0
2051	AT3G16450	AT3G16450_at	JAL33	NA	-1.1	-0.25	0.18	0.27	0.14	-0.57	-0.19	-0.22	0.000169902732389526	0.238570863404151	0.648933910004088	0.358182698025746	0.694044960801098	0.0288886513744118	0.998342219233687	0.323303221007476	-1	0	0	0	0	0	0	0
2052	AT3G16470	AT3G16470_at	JAL35 JR1	JA-responsive gene	-2.2	-0.48	-0.74	-0.99	-0.59	-1.7	-0.073	-0.016	1.06030795380139e-09	0.0514317595358725	0.000951580703368361	1.25808677260483e-05	0.00250224761659513	2.98963507222112e-08	0.998342219233687	0.942757775193025	-1	0	0	-1	0	-1	0	0
2053	AT3G16500	AT3G16500_at	IAA26 PAP1	phytochrome-associated protein 1 (PAP1)	-0.99	0.027	0.068	0.14	0.21	-0.56	-0.19	-0.24	4.78237190038774e-06	0.899103287812142	0.798795458133832	0.424932294920263	0.25396340206692	0.00135348883200537	0.998342219233687	0.269769858638788	-1	0	0	0	0	0	0	0
2054	AT3G16520	AT3G16520_at	UGT88A1	NA	-1.6	-0.9	-0.57	-0.63	-0.36	-0.96	-0.08	-0.054	2.0346510179679e-05	0.0041157842399287	0.137343995607688	0.0477022716686271	0.320893558092371	0.00294115313371079	0.998342219233687	0.798778050462873	-1	-1	0	0	0	0	0	0
2055	AT3G16560	AT3G16560_at	NA	NA	-0.96	-0.69	-0.28	-0.13	0.057	-0.97	-0.14	0.2	0.00151459488485019	0.0203336804012191	0.478831730992333	0.709727955550158	0.901091752798653	0.00157545203133561	0.998342219233687	0.37650002811811	-1	0	0	0	0	-1	0	0
2056	AT3G16570	AT3G16570_at	ATRALF23 RALF23	Encodes RALF23, a member of a diversely expressed predicted peptide family showing sequence similarity to tobacco Rapid Alkalinization Factor (RALF), and is believed to play an essential role in the physiology of Arabidopsis.  Consists of a single exon and is characterized by a conserved C-terminal motif and N-terminal signal peptide.  RALF23 is significantly downregulated by brassinolide treatment of seedlings.   Overexpression of AtRALF23 impairs brassinolide-induced hypocotyls elongation, and mature overexpressing plants are shorter and bushier. RALF23 overexpression produces slower growing seedlings with roots that have reduced capacity to acidify the rhizosphere.	-0.88	-0.67	-0.71	-0.77	-0.4	-1	-0.29	-0.42	6.93074469163851e-05	0.105946987350109	0.00370931410501428	0.000452992790581442	0.0538324374443688	2.09876967037673e-05	0.998342219233687	0.108711838079107	-1	0	0	0	0	-1	0	0
2057	AT3G16650	AT3G16650_at	NA	NA	1.1	0.9	0.47	0.98	0.59	0.91	0.051	0.7	5.65001654780398e-09	0.0132307730353279	0.00064812463783098	1.02069921576624e-07	4.37671052120918e-05	8.19083744247393e-08	0.998342219233687	0.00335332846021358	1	1	0	1	0	1	0	0
2058	AT3G16690	AT3G16690_at	AtSWEET16 SWEET16	NA	-0.5	-0.88	-0.43	-0.72	-0.49	-0.75	0.075	-0.36	0.0274571936529501	0.016860019933004	0.13327715439814	0.0043568469787204	0.0558135916634657	0.00222741076793491	0.998342219233687	0.199610379866728	0	-1	0	0	0	0	0	0
2059	AT3G16730	AT3G16730_at	HEB2	NA	0.91	0.25	0.32	0.49	0.28	0.85	0.032	-0.075	0.000242888695136044	0.264288606976029	0.266375244130447	0.0328983237236854	0.27170190319548	0.000543305519494448	0.998342219233687	0.778963399633347	1	0	0	0	0	1	0	0
2060	AT3G16800	AT3G16800_at	NA	NA	-2.8	-1.4	-1.5	-1.4	-1.2	-2.6	-0.052	-0.3	1.47538919463575e-07	0.00290661176743717	0.00103991453834548	0.000248858899498278	0.00266609358078588	4.59325609571654e-07	0.998342219233687	0.24469129583349	-1	-1	-1	-1	0	-1	0	0
2061	AT3G16810	AT3G16810_at	APUM24 PUM24	Encodes a member of the Arabidopsis Pumilio (APUM) proteins containing PUF domain (eight repeats of approximately 36 amino acids each). PUF proteins regulate both mRNA stability and translation through sequence-specific binding to the 3' UTR of target mRNA transcripts.	0.93	0.65	0.78	1.1	0.77	0.88	-0.025	0.45	2.48016863147278e-06	0.0114440894307829	0.000206695855472125	1.27072761783887e-06	0.000101294114658397	6.0670942343901e-06	0.998342219233687	0.0138993447600807	1	1	0	1	0	1	0	0
2062	AT3G16840	AT3G16840_at	NA	NA	0.69	0.27	0.58	0.95	0.67	0.78	0.082	0.41	4.46823172332103e-05	0.120531813429744	0.00179640679747982	3.7632381099102e-06	0.000264354747940659	1.55764087942084e-05	0.998342219233687	0.0296570099014325	0	0	0	1	0	0	0	0
2063	AT3G16850	AT3G16850_at	NA	NA	-2.4	-1	-1.3	-1.7	-0.78	-2.1	-0.25	-0.82	3.00554985574478e-07	0.00476109958650362	0.00172750107550759	3.0057312026262e-05	0.0204399387339741	1.65675166836875e-06	0.998342219233687	0.0379008237301918	-1	-1	-1	-1	0	-1	0	-1
2064	AT3G16920	AT3G16920_at	ATCTL2 CTL2	Encodes a chitinase-like protein expressed predominantly in stems. Mutants accumulate ligning in etiolated hypocotyls.	-1.3	-0.98	-1.1	-1	-0.73	-1.4	-0.45	-0.16	6.74131229451555e-08	0.00377281176627718	2.0217043231065e-05	3.19337307150436e-06	0.000209784675785148	4.73421642579217e-08	0.998342219233687	0.731847361806114	-1	-1	-1	-1	0	-1	0	0
2065	AT3G17100	AT3G17100_at	NA	NA	-0.88	-0.043	-0.38	-0.4	-0.48	-0.87	-0.11	-0.34	2.10029795427843e-07	0.791393936823043	0.00634787160711275	0.00110130834118376	0.000485587856964018	3.38702667559666e-07	0.998342219233687	0.0696923605509048	-1	0	0	0	0	-1	0	0
2066	AT3G17300	AT3G17300_at	EMB2786	NA	1	0.39	0.73	0.71	0.56	0.92	0.13	0.12	1.0056392896044e-07	0.0678702468313268	6.40815192801824e-05	9.54937194032409e-06	0.00025599384339708	3.85433240381756e-07	0.998342219233687	0.6238724815337	1	0	0	0	0	1	0	0
2067	AT3G17360	AT3G17360_at	POK1	PHRAGMOPLAST ORIENTING KINESIN 1 is one of the two Arabidopsis homologs isolated in yeast two-hybrid screen for interaction partners of maize gene TANGLED1 (TAN1). Based on sequence homology in their motor domains, POK1 and POK2 belong to the kinesin-12 class which also includes the well-characterized group of phragmoplast-associated kinesins AtPAKRPs. Both kinesins are composed of an N-terminal motor domain throughout the entire C terminus and putative cargo binding tail domains. The expression domains for POK1 constructs were more limited than those for POK2; both are expressed in tissues enriched for dividing cells. The phenotype of pok1/pok2 double mutants strongly resembles that of maize tan1 mutants, characterized by misoriented mitotic cytoskeletal arrays and misplaced cell walls.	1	0.18	0.32	0.49	0.26	0.72	-0.069	-0.0034	1.54639453885512e-05	0.299218031419549	0.166167917941603	0.0127030133179388	0.210356852125567	0.000506504156466927	0.998342219233687	0.99127668762658	1	0	0	0	0	0	0	0
2068	AT3G17380	AT3G17380_at	NA	NA	-1	-0.39	-0.8	-0.52	-0.6	-0.92	-0.11	-0.13	0.000335112497715435	0.176726529775329	0.0144417176529188	0.0544743517395741	0.0375597127563326	0.00116080754371537	0.998342219233687	0.7242095910852	-1	0	0	0	0	-1	0	0
2069	AT3G17510	AT3G17510_at	CIPK1 SnRK3.16	Encodes a CBL-interacting protein kinase. Specifically interacts with ECT1 and ECT2.	0.013	-0.57	-1	-1	-0.74	-0.51	-0.35	0.0046	0.933985713530702	0.0124717699422331	1.74967154061467e-05	2.01440967338222e-06	0.000137033632337611	0.000926183645817598	0.998342219233687	0.989668700544889	0	0	-1	-1	0	0	0	0
2070	AT3G17590	AT3G17590_at	BSH CHE1	Encodes the Arabidopsis homologue of yeast SNF5 and represents a conserved subunit of plant SWI/SNF complexes.	1.4	0.29	1	0.97	0.89	1.3	0.12	0.45	8.1537032673089e-08	0.186828861783592	6.42049876882303e-05	1.1175134977525e-05	7.26446685738577e-05	2.27176969174099e-07	0.998342219233687	0.0340997249461648	1	0	1	1	1	1	0	0
2071	AT3G17609	AT3G17609_at	HYH	Encodes a homolog of HY5 (HYH).  Involved in phyB signaling pathway.	-0.94	-0.32	-0.77	-0.75	-0.54	-1.7	-0.017	-0.2	0.0161908283140745	0.140582395337406	0.11801529286573	0.0673738573046055	0.235852895514702	0.000193848155472648	0.998342219233687	0.379977776051791	0	0	0	0	0	-1	0	0
2072	AT3G17770	AT3G17770_at	NA	NA	0.95	0.2	0.39	0.31	0.13	0.65	0.15	0.27	2.14905259786032e-07	0.231314760822923	0.00803924009057572	0.0117382588914812	0.333959709457135	1.54083253793494e-05	0.998342219233687	0.411130545432066	1	0	0	0	0	0	0	0
2073	AT3G17790	AT3G17790_at	ATACP5 ATPAP17 PAP17	NA	0.96	0.94	-0.6	0.94	0.33	-0.3	-0.032	-0.23	0.00129074498155856	0.00688962052755604	0.0838568132160425	0.00252280441940334	0.316808635822828	0.287663415688435	0.998342219233687	0.709270103468363	1	1	0	0	0	0	0	0
2074	AT3G17840	AT3G17840_at	RLK902	Encodes a receptor-like kinase found at the cell surface of various tissues. Its function remains unknown.	1.7	0.59	1.3	0.99	0.63	1.4	0.37	0.28	4.90791042771432e-06	0.0381126994035739	0.00100722524033506	0.00167773897952721	0.0430171040863066	5.88424343686508e-05	0.666010962735794	0.12198544392402	1	0	1	1	0	1	0	0
2075	AT3G17998	AT3G17998_at	CPuORF30	Upstream open reading frames (uORFs) are small open reading frames found in the 5' UTR of a mature mRNA, and can potentially mediate translational regulation of the largest, or major, ORF (mORF). CPuORF30 represents a conserved upstream opening reading frame relative to major ORF AT3G18000.1	-1.4	NA	-0.64	-1.4	-0.18	-0.86	0.065	-0.82	1.06144153624641e-08	NA	0.000415589888163045	3.53243741981123e-08	0.21129875207723	1.93370585427327e-06	0.998342219233687	0.111537301960444	-1	NA	0	-1	0	-1	0	0
2076	AT3G18000	AT3G18000_at	NMT1 PEAMT XPL1	Arabidopsis thaliana N-methyltransferase-like protein mRNA. Reduce transmission through pollen.	-1.4	-0.63	-0.64	-1.4	-0.18	-0.86	0.065	-0.82	1.06144153624641e-08	0.0153652959129447	0.000415589888163045	3.53243741981123e-08	0.21129875207723	1.93370585427327e-06	0.998342219233687	0.111537301960444	-1	0	0	-1	0	-1	0	0
2077	AT3G18040	AT3G18040_at	MPK9	Encodes a protein with similarity to MAP kinases (MAPK9).Expressed preferentially in guard cells and appears to be involved in reactive oxygen species mediated ABA signaling.	-0.52	-0.36	-0.62	-0.42	-0.48	-0.95	-0.1	-0.33	5.92754672832789e-06	0.094648136827531	2.27708925119648e-05	0.000121029401654454	9.14210067282662e-05	1.75895657788689e-08	0.998342219233687	0.134808220478104	0	0	0	0	0	-1	0	0
2078	AT3G18050	AT3G18050_at	NA	NA	-2	-0.73	-1.1	-0.76	-0.78	-1.7	-0.16	-0.16	7.07919968878678e-09	0.00956494227703716	7.00858741621052e-05	0.000279388385021949	0.000491532844087886	6.37702136416723e-08	0.998342219233687	0.447060412353891	-1	-1	-1	0	0	-1	0	0
2079	AT3G18080	AT3G18080_at	BGLU44	NA	-0.16	-0.14	-0.01	1	-0.021	0.19	-0.1	-0.26	0.490696181923423	0.445673235975005	0.982221820837161	0.000259159308517831	0.959651030162014	0.450936569681897	0.998342219233687	0.492295078560735	0	0	0	1	0	0	0	0
2080	AT3G18170	AT3G18170_at	NA	NA	-0.43	-1.4	-0.47	-0.56	-0.35	-0.68	-0.042	-0.14	0.0400795280665181	0.0127119655784797	0.0819538761026885	0.0146700100367962	0.14507292069246	0.00293904295228715	0.998342219233687	0.633004879500979	0	-1	0	0	0	0	0	0
2081	AT3G18200	AT3G18200_at	UMAMIT4	NA	-1.7	-1.2	-1.3	-1.5	-1.1	-1.5	0.14	-0.99	5.26036638493009e-07	0.0630145199587344	0.000161170181895835	4.91337094448274e-06	0.000321525861246661	2.62500111209713e-06	0.998342219233687	0.079291328624303	-1	0	-1	-1	-1	-1	0	0
2082	AT3G18230	AT3G18230_at	NA	NA	1.4	0.69	0.28	0.56	0.35	1	0.63	0.51	5.57459288397145e-07	0.0100876974226164	0.245104260299582	0.00587290233917992	0.0936413774362861	2.35158310350628e-05	0.290244572857445	0.0451004016297315	1	1	0	0	0	1	0	0
2083	AT3G18370	AT3G18370_at	ATSYTF NTMC2T3 NTMC2TYPE3 SYTF	NA	0.86	0.12	0.031	0.33	0.22	1.6	0.077	0.23	0.00394346171959425	0.598675289747485	0.95415384543922	0.298043184864284	0.558743229597461	2.64460594892532e-05	0.998342219233687	0.220857545743006	0	0	0	0	0	1	0	0
2084	AT3G18420	AT3G18420_at	NA	NA	1.1	0.39	0.92	1	0.89	0.79	0.19	0.26	3.21150283631582e-07	0.055555407960541	5.06940960544911e-05	2.13622421779833e-06	2.83610106301314e-05	1.71363292430331e-05	0.998342219233687	0.214246300109956	1	0	1	1	1	0	0	0
2085	AT3G18450	AT3G18450_at	NA	NA	-0.043	-1.9	-0.085	-0.17	0.13	-0.25	-0.068	0.0018	0.761161791619959	0.0179641774710621	0.668725451692443	0.230247600418967	0.419648373022158	0.0543078285598814	0.998342219233687	0.993156100761949	0	-1	0	0	0	0	0	0
2086	AT3G18510	AT3G18510_at	NA	NA	1.6	0.75	1.4	1.4	1.4	1.3	0.048	0.15	9.85683785505416e-10	0.00878475926922905	1.17524448250217e-07	1.28745565406724e-08	3.57344137572412e-08	1.22374651974075e-08	0.998342219233687	0.480378140223335	1	1	1	1	1	1	0	0
2087	AT3G18524	AT3G18524_at	ATMSH2 MSH2	Encodes a DNA mismatch repair homolog of human MutS gene, MSH6. MSH2 is involved in maintaining genome stability and repressing recombination of mismatched heteroduplexes.There are four MutS genes in Arabidopsis, MSH2, MSH3, MSH6, and MSH7, which all act as heterodimers and bind to 51-mer duplexes. MSH2 has different binding specificity to different mismatches in combination with MSH3, MSH6, or MSH7.	1.1	0.39	0.57	0.78	0.46	0.96	0.042	0.31	2.75499063086651e-06	0.0634941141255792	0.00803924009057572	0.000156306288891209	0.0163843765677829	1.32583500482037e-05	0.998342219233687	0.0502702294427633	1	0	0	0	0	1	0	0
2088	AT3G18560	AT3G18560_at	NA	NA	0.095	-0.79	0.12	0.18	-0.053	0.47	-0.12	-0.073	0.611540313953577	0.0108148475475029	0.650060199982085	0.352896541854875	0.849226717161161	0.0104389829612344	0.998342219233687	0.703212180381051	0	-1	0	0	0	0	0	0
2089	AT3G18600	AT3G18600_at	NA	NA	0.75	0.4	0.65	0.85	0.68	0.72	0.12	0.36	3.94675451739157e-05	0.0374777597701504	0.00132970560964321	2.013112597995e-05	0.000398966959316723	6.32920481689503e-05	0.998342219233687	0.0518310263923864	0	0	0	1	0	0	0	0
2090	AT3G18610	AT3G18610_at	ATNUC-L2 NUC-L2 PARLL1	Encodes ATNUC-L2 (NUCLEOLIN LIKE 2).	1.4	1.1	0.76	1.2	0.87	1.3	0.12	0.84	2.44847294699359e-08	0.0114068161525693	0.000272389741154378	7.36944888575681e-07	3.68861497378991e-05	1.03426521608237e-07	0.998342219233687	0.0188101534238169	1	1	0	1	1	1	0	1
2091	AT3G18760	AT3G18760_at	NA	NA	0.81	0.56	0.62	0.64	0.57	0.67	-0.028	0.2	3.33161346467754e-08	0.013168047863862	1.46417760945405e-05	1.02075961362213e-06	1.09095110781302e-05	3.31085240287872e-07	0.998342219233687	0.158905598517889	1	0	0	0	0	0	0	0
2092	AT3G18780	AT3G18780_at	ACT2 DER1 ENL2 FIZ2 LSR2	Encodes an actin that is constitutively expressed in vegetative structures but not pollen. ACT2 is involved in tip growth of root hairs.	-1.5	-0.4	-0.8	-0.95	-0.55	-1	0.045	-0.45	6.67869188678754e-09	0.0423548447818824	8.3089628739711e-05	1.96833944500792e-06	0.000708095112954059	4.75011347268634e-07	0.998342219233687	0.0799062870307704	-1	0	0	-1	0	-1	0	0
2093	AT3G18830	AT3G18830_at	ATPLT5 ATPMT5 PMT5	This gene encodes a plasma membrane-localized polyol/cyclitol/monosaccharide-H+-symporter. The symporter is able to catalyze the energy-dependent membrane passage of a wide range of linear polyols (three to six carbon backbone), of cyclic polyols (<i>myo</i>-inositol), and of numerous monosaccharides, including pyranose ring-forming and furanose ring-forming hexoses and pentoses. This gene belongs to a monosaccharide transporter-like (MST-like) superfamily.	-1.5	-1	-0.52	-0.37	0.076	-0.95	-0.13	-0.038	5.63683930348134e-09	0.00860624675305907	0.00244733145359029	0.00822988933300386	0.66612074828394	9.97698765297509e-07	0.998342219233687	0.869243188487757	-1	-1	0	0	0	-1	0	0
2094	AT3G19000	AT3G19000_at	NA	NA	0.29	NA	-0.52	-0.17	-0.6	-0.97	-0.43	-1.1	0.106575204120046	NA	0.0236829597141038	0.406422541312677	0.00499750613590935	3.06253972414016e-05	0.666010962735794	0.00189238324755259	0	NA	0	0	0	-1	0	-1
2095	AT3G19010	AT3G19010_at	NA	NA	-0.55	-0.54	-0.78	-0.79	-0.61	-0.89	-0.21	-0.25	0.000226453351132932	0.0599760039598812	0.000111307393557197	1.2470456450158e-05	0.000375564026800733	2.14609017867977e-06	0.998342219233687	0.137429587180134	0	0	0	0	0	-1	0	0
2096	AT3G19030	AT3G19030_at	NA	NA	-1.4	-0.2	-0.73	-0.57	-0.39	-0.25	-0.11	-0.6	2.2674277987173e-07	0.270763288702068	0.00213742181924174	0.00341547888303907	0.0470386768723813	0.153245081473987	0.998342219233687	0.0719557977148264	-1	0	0	0	0	0	0	0
2097	AT3G19100	AT3G19100_at	NA	NA	0.97	0.47	0.43	0.65	0.3	1	-0.018	0.17	4.46007263253983e-06	0.0371022650109644	0.0280497140269844	0.000429288282991052	0.0889467610248404	3.03153022012148e-06	0.998342219233687	0.273112124430439	1	0	0	0	0	1	0	0
2098	AT3G19184	AT3G19184_at	NA	NA	0.96	1.8	0.15	0.23	0.076	0.36	0.083	0.2	1.22252088421672e-05	0.000877961521968377	0.538456404887797	0.205175583522712	0.756428226861337	0.0332031240865137	0.998342219233687	0.243625818709637	1	1	0	0	0	0	0	0
2099	AT3G19200	AT3G19200_at	NA	NA	-0.81	-0.18	-0.19	-0.15	-0.27	-0.38	-0.46	-0.85	0.000339239393980468	0.342481706040225	0.497647810982824	0.534930178934296	0.239032733445982	0.0569800023361029	0.376427916689303	0.00328292633990426	-1	0	0	0	0	0	0	-1
2100	AT3G19260	AT3G19260_at	LAG1 LOH2	LAG1 homolog . Loss of function mutant is sensitive to AAL-toxin. LOH2 is presumed to function in sphingolipid metabolism.	-0.82	-0.36	-0.51	-0.65	-0.43	-0.62	-0.09	-0.33	1.66974254645922e-06	0.0860524965897709	0.00179345253772029	3.78720301399214e-05	0.00267584930420107	3.78785750690035e-05	0.998342219233687	0.0594242507680332	-1	0	0	0	0	0	0	0
2101	AT3G19370	AT3G19370_at	NA	NA	-1.4	-0.48	-0.25	-0.47	-0.46	-0.94	-0.11	-0.16	8.58480333781543e-07	0.089347138365088	0.323523515696052	0.0182717983127203	0.0283284435652096	4.97165714484064e-05	0.998342219233687	0.440353390218785	-1	0	0	0	0	-1	0	0
2102	AT3G19380	AT3G19380_at	PUB25	NA	1.7	0.92	1.1	1.2	0.48	1.8	0.24	0.12	1.11820601209603e-09	0.00639608626830036	2.94212910162865e-06	1.97095866269828e-07	0.00159838969152803	1.51017819587395e-09	0.998342219233687	0.760448355627569	1	1	1	1	0	1	0	0
2103	AT3G19390	AT3G19390_at	NA	NA	-1.4	-1.3	-1.2	-0.79	-0.95	-1	-0.035	-0.13	1.74589706864971e-07	0.00317591227234674	1.66413782279976e-05	0.000144573445520846	6.94137655085801e-05	5.88481172760173e-06	0.998342219233687	0.536238455836254	-1	-1	-1	0	-1	-1	0	0
2104	AT3G19440	AT3G19440_at	NA	NA	1.4	0.78	0.83	1.3	1.1	1.2	0.17	0.73	1.66900713810003e-07	0.0234790826942151	0.000402537833838452	9.95778953158348e-07	1.33165086211961e-05	6.6707424331625e-07	0.998342219233687	0.00379074007647223	1	0	1	1	1	1	0	0
2105	AT3G19450	AT3G19450_at	ATCAD4 CAD CAD-C CAD4	Encodes a catalytically active cinnamyl alcohol dehydrogenase which uses p-coumaryl aldehyde as a preferred substrate. It can also use caffeyl, coniferyl and  d-hydroxyconiferyl aldehydes as substrates.	-0.35	-0.41	-0.99	-0.62	-0.65	-1	-0.082	-0.38	0.00373621889629181	0.0311457588386856	5.16163072276854e-06	4.79729156203437e-05	8.87631905379748e-05	1.382378230099e-07	0.998342219233687	0.155075198219207	0	0	-1	0	0	-1	0	0
2106	AT3G19480	AT3G19480_at	NA	NA	-1.5	-0.79	-0.92	-1	-0.65	-1.3	-0.0093	-0.042	1.51475209672116e-08	0.0287443040005602	4.11227682804968e-05	1.80342739490808e-06	0.000338386911972689	7.6135661825179e-08	0.998342219233687	0.835494348417107	-1	0	-1	-1	0	-1	0	0
2107	AT3G19500	AT3G19500_at	NA	NA	0.47	1.4	-0.025	0.047	-0.21	0.6	0.67	1.4	0.0176187045898201	0.00533996619478103	0.945826471115582	0.864850327649273	0.388389665852729	0.00430504082836441	0.998342219233687	0.00896579400655762	0	1	0	0	0	0	0	1
2108	AT3G19515	AT3G19515_at	NA	NA	1.1	-0.039	0.73	0.61	0.5	1.2	-0.023	-0.16	1.72981775449698e-06	0.879173833474564	0.000838337698159142	0.000777955450836317	0.00653230766291672	5.67316215896068e-07	0.998342219233687	0.536460067493899	1	0	0	0	0	1	0	0
2109	AT3G19553	AT3G19553_at	PUT5	NA	-1.1	-0.85	-0.52	-0.73	-0.55	-0.88	-0.13	-0.5	5.17419729525604e-07	0.0285352897627069	0.00443197009062586	5.74841008804564e-05	0.00139265208800502	4.81186268260686e-06	0.998342219233687	0.0834500760174737	-1	0	0	0	0	-1	0	0
2110	AT3G19630	AT3G19630_at	NA	NA	0.84	0.29	0.41	0.53	0.32	0.49	0.14	0.2	7.60474553758427e-05	0.174587881510834	0.0627084063870823	0.00610834719910693	0.103619976921337	0.00700665070289116	0.998342219233687	0.21907764996431	1	0	0	0	0	0	0	0
2111	AT3G19680	AT3G19680_at	NA	NA	-1.5	-0.61	-0.89	-1.3	-0.77	-1.7	-0.21	-0.36	5.85108216879228e-09	0.0276409977199035	2.80279343450319e-05	1.04948688431569e-07	4.46379637690942e-05	3.02599738513128e-09	0.998342219233687	0.0906451251151843	-1	0	-1	-1	0	-1	0	0
2112	AT3G19710	AT3G19710_at	BCAT4	Belongs to the branched-chain amino acid aminotransferase gene family. Encodes a methionine-oxo-acid transaminase. Involved in the methionine chain elongation pathway that leads to the ultimate biosynthesis of methionine-derived glucosinolates.	-3.3	-0.61	-0.73	-1.8	0.083	-1.3	0.013	0.19	5.05139260255918e-06	0.0978059298837188	0.291657664371084	0.00225948255559014	0.923561852380639	0.0127922857890213	0.998342219233687	0.475836005832804	-1	0	0	0	0	0	0	0
2113	AT3G19790	AT3G19790_at	NA	NA	0.84	0.31	0.65	0.77	0.47	0.8	0.044	0.26	1.28006941558849e-06	0.118087480111785	0.000258612445927481	7.74432997628549e-06	0.00155519645121892	2.82629191017778e-06	0.998342219233687	0.201312093486414	1	0	0	0	0	0	0	0
2114	AT3G19800	AT3G19800_at	NA	NA	-2.1	-0.38	-0.92	-1.1	-0.69	-0.96	-0.17	0.089	0.000140758667642093	0.129407636982018	0.115504743132763	0.0298816560471221	0.193536329234591	0.0386518461230573	0.998342219233687	0.604211607185904	-1	0	0	0	0	0	0	0
